frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,http.request.method,http.host,dns.qry.name
Apr 28, 2017 02:03:25.632240000 +07,192.168.37.1,224.0.0.251,,,,,_googlecast._tcp.local
Apr 28, 2017 02:03:26.830982000 +07,,,,,,,
Apr 28, 2017 02:03:28.712857000 +07,192.168.37.1,224.0.0.251,,,,,_googlecast._tcp.local
Apr 28, 2017 02:03:37.805788000 +07,192.168.37.1,224.0.0.251,,,,,_googlecast._tcp.local
Apr 28, 2017 02:03:58.194726000 +07,172.16.0.130,185.141.27.187,49347,80,,,
Apr 28, 2017 02:03:58.195022000 +07,185.141.27.187,172.16.0.130,80,49347,,,
Apr 28, 2017 02:03:58.195054000 +07,172.16.0.130,185.141.27.187,49347,80,,,
Apr 28, 2017 02:03:58.196830000 +07,172.16.0.130,185.141.27.187,49347,80,,,
Apr 28, 2017 02:03:58.197430000 +07,185.141.27.187,172.16.0.130,80,49347,,,
Apr 28, 2017 02:03:58.197444000 +07,172.16.0.130,185.141.27.187,49347,80,POST,185.141.27.187,
Apr 28, 2017 02:03:58.197686000 +07,185.141.27.187,172.16.0.130,80,49347,,,
Apr 28, 2017 02:03:58.201873000 +07,185.141.27.187,172.16.0.130,80,49347,,,
Apr 28, 2017 02:03:58.201875000 +07,185.141.27.187,172.16.0.130,80,49347,,,
Apr 28, 2017 02:03:58.201914000 +07,172.16.0.130,185.141.27.187,49347,80,,,
Apr 28, 2017 02:03:58.202130000 +07,172.16.0.130,185.141.27.187,49347,80,,,
Apr 28, 2017 02:03:58.204432000 +07,185.141.27.187,172.16.0.130,80,49347,,,
Apr 28, 2017 02:03:58.844883000 +07,,,,,,,
