frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,http.request.method,http.host,dns.qry.name
Feb  1, 2017 23:37:27.235810000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.235916000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.235929000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236050000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.236160000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.236180000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236190000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236195000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236269000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.236392000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.236429000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236438000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236493000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.236638000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.236679000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236687000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236742000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.236867000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.236928000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236936000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.236977000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237112000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237178000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.237187000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.237214000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237349000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237428000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.237434000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.237438000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.237454000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237575000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237677000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.237700000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237821000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237926000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.237929000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.237931000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.237936000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238051000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.238174000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.238177000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238186000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238293000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.238404000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.238428000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238436000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238523000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.238633000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.238678000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238686000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238768000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.238878000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.238927000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238936000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.238989000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.239111000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.239177000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.239185000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.239226000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.239357000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.239427000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.239436000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.239462000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.239594000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.239677000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.239685000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.239690000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.239925000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.242039000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.242340000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.242383000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.242531000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.242610000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.242634000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.242749000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.242861000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.242862000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.242867000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243000000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.243107000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.243112000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243119000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243225000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.243335000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.243362000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243370000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243454000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.243581000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.243611000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243619000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243700000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.243810000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.243861000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243869000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.243923000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244042000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244111000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.244120000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.244161000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244288000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244361000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.244370000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.244375000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.244400000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244527000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244610000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.244617000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.244647000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244769000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244859000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.244876000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.244997000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.245109000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.245117000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.245122000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.245361000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.248151000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.248449000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.248469000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.248583000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.248695000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.248780000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.248786000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.248809000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.248949000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.249031000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.249035000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.249056000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.249178000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.249280000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.249283000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.249286000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.249406000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.249529000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.249530000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.249541000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.249647000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.249757000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.249781000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.249877000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250004000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250030000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250038000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250043000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250110000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250237000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250280000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250288000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250342000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250506000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250530000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250539000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250593000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250713000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250780000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250788000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.250813000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.250949000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.251028000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251036000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251063000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.251195000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.251279000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251285000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251289000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251299000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.251420000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.251528000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251529000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.251533000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251667000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.251773000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.251778000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251786000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.251893000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252003000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252029000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.252037000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.252137000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252249000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252279000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.252288000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.252368000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252478000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252529000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.252537000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.252589000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252726000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252777000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.252785000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.252826000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.252956000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.253027000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253035000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253061000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.253205000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.253277000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253286000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253291000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253314000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.253436000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.253527000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253532000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253544000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.253666000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.253777000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253782000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.253789000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.253911000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.254027000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.254278000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.254285000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.363698000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.363883000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.363993000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.364013000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.364126000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.364227000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.364259000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.364272000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.364359000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.364471000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.364509000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.364522000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.364586000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.364701000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.364759000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.364772000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.364779000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.364821000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.364956000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.365009000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.365056000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.365183000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.365259000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.365268000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.365275000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.365286000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.365416000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.365508000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.365516000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.365535000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.365758000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.365770000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.370825000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.371089000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.371129000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.371232000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.371332000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.371387000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.371437000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.371556000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.371637000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.371648000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.371678000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.371793000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.371886000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.371894000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.371901000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.371906000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372018000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372136000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.372144000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.372152000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372274000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372380000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372386000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.372498000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372608000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372637000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.372651000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.372658000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.372745000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372858000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.372887000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.372901000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.372965000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.373087000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.373136000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373149000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373213000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.373333000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.373386000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373399000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373406000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373447000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.373572000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.373638000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373675000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.373812000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.373886000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373895000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373902000 +07,10.2.1.101,104.239.200.178,49170,80,,,
Feb  1, 2017 23:37:27.373920000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.374040000 +07,104.239.200.178,10.2.1.101,80,49170,,,
Feb  1, 2017 23:37:27.374135000 +07,10.2.1.101,104.239.200.178,49170,80,,,
